@relation first

@attribute damage_qty numeric
@attribute position {LE,'LE,PS,SS',SS,'LE,PS',PS,'PS,TE','PS,SS','LE,SS','SS,TE',TE,'TE,SS'}
@attribute location numeric
@attribute description {'protection damage','gelcoat damage, laminate visible','erosion foil damaged','erosion class 2','erosion class 2-3','erosion class 2-3, protection damage','erosion class 2, protection damage','erosion class 1-2, protection damage','laminate damage, protection damage','vortex module damaged/missing','erosion class 1-2','gelcoat damage, laminate visible, protection damage','longitudinal crack','cracking to filler','erosion foil damaged, laminate visible','Edge seal damaged','Laminate damage','gelcoat damage, laminate visible, lighting strike','erosion class 3, protection damage','Dry laminate','gelcoat damage, laminate visible, erosion foil damaged','erosion class 3','erosion class 3, protection damage, laminate visible','hole in blade','Topcoat damage','drain blocked','erosion class 2, protection damage, erosion foil damaged','erosion class 2-3, protection damage, erosion foil damaged','Tip-split due to lightning','erosion foil damaged, wrinkles','gelcoat damage, laminate visible, erosion class 2','No drain holes in designated spots','Gelcoat damage','erosion class 1-3','erosion class 2-3, protection damage, laminate damage','gelcoat damage, laminate visible, erosion class 1-3','Bonding deficiency','erosion early',erosion,crack,'Gurney Flaps','coating damage','Rain Deflector','crack early',Erosion,Cracks,'Lightning Receptor','IMPACT DAMAGE',LIGHTNINIG,'Impact Damage'}
@attribute num_desc numeric
@attribute continuous numeric
@attribute out_hue_mode numeric
@attribute out_sat_mode numeric
@attribute out_brt_mode numeric
@attribute coverage numeric
@attribute asp_ratio numeric
@attribute deg_avg numeric
@attribute deg_mode numeric
@attribute edge numeric
@attribute edgelen_avg numeric
@attribute edgelen_mode numeric
@attribute distance numeric
@attribute sc_edge_ratio numeric
@attribute sc_follow_turn numeric
@attribute sc_reverse_turn numeric
@attribute sc_small_turn numeric
@attribute hue_avg numeric
@attribute hue_mode numeric
@attribute hue_range numeric
@attribute hue_uni numeric
@attribute sat_avg numeric
@attribute sat_mode numeric
@attribute sat_range numeric
@attribute sat_uni numeric
@attribute brt_avg numeric
@attribute brt_mode numeric
@attribute brt_range numeric
@attribute brt_uni numeric
@attribute hue_outin numeric
@attribute sat_outin numeric
@attribute brt_outin numeric
@attribute size numeric
@attribute windtex numeric

@data
1,LE,44,'erosion class 1-2',1,0,12,2,4,4,4,10,12,118,8,6,-2,14,4,10,4,10,12,12,16,2,2,4,6,4,4,8,10,6,2,26,15.3978,0.3
1,LE,30.5,'erosion class 1-2',1,0,12,2,6,6,4,10,10,70,8,8,2,14,6,8,2,12,12,1,3,4,4,5,7,6,6,6,8,3,16,26,24.4412,0.3
1,LE,42,'gelcoat damage, laminate visible, erosion foil damaged',3,0,4,2,4,6,4,10,12,126,8,8,-2,14,4,10,4,6,4,12,18,2,2,6,8,4,4,6,8,6,24,34,2.4658,1
2,LE,44,'erosion class 3, protection damage',2,1,4,2,10,8,6,10,12,258,8,8,-2,12,4,10,4,8,4,12,18,2,2,8,10,4,4,8,10,4,20,52,103.1927,1.5
8,LE,35,'erosion class 2-3',1,1,6,2,7,8,5,10,11,111,8,7,-2,14,4,9,1,6,6,7,9,2,2,8,9,6,5,7,9,8,3,40,58.7267,3
2,LE,40,'erosion foil damaged',1,1,6,2,8,8,4,10,12,98,8,8,-1,14,4,10,0,4,4,5,6,2,2,2,4,6,6,6,8,20,5,49,25.6883,1.5
2,'LE,PS,SS',43,'erosion class 3, protection damage',2,1,11,2,4,8,7,10,10,205,6,6,-2,12,4,10,4,4,4,12,17,2,2,8,10,4,4,8,10,18,19,32,151.5464,1.5
8,LE,32,'erosion class 2-3',1,1,9,2,6,6,7,11,12,138,8,7,-2,14,2,11,3,9,9,11,13,2,2,5,7,4,4,5,7,10,13,41,4264.8308,0.5
4,LE,39,'erosion foil damaged',1,1,6,2,6,6,6,10,12,125,8,8,8,14,2,10,2,4,4,11,14,2,2,4,6,4,4,7,9,15,19,22,492.0766,1.5
4,LE,43,'erosion class 3',1,1,4,2,6,6,12,10,12,182,8,8,-2,14,4,10,2,4,4,2,4,2,2,6,8,6,6,8,10,2,14,16,20.9937,1.5
1,LE,36,'gelcoat damage, laminate visible',2,0,10,2,8,7,3,10,9,27,8,7,19,14,8,7,4,10,10,1,3,2,2,0,2,6,7,4,6,10,0,27,9.8595,0.2
4,LE,39,'erosion foil damaged',1,0,6,2,6,6,3,10,12,70,7,8,55,13,5,9,3,5,5,12,12,2,2,3,5,5,5,7,9,10,18,25,2546.8563,1.5
4,LE,43,'erosion class 3, protection damage, laminate visible',3,1,10,2,2,4,9,10,12,85,8,8,-1,14,1,12,2,6,3,12,13,2,2,6,8,4,4,4,6,15,7,26,74.2898,1.5
1,PS,39,'hole in blade',1,0,12,2,10,8,2,10,12,64,8,8,-2,12,10,4,2,6,2,12,16,2,2,8,10,2,2,8,10,24,16,76,4.4684,0.6
1,LE,43,'gelcoat damage, laminate visible',2,1,12,2,6,8,12,10,12,62,6,6,-2,10,4,10,4,12,12,12,18,2,2,8,10,4,2,8,10,6,10,38,210.3361,1
1,'PS,TE',28,'Topcoat damage',1,1,12,2,8,8,4,10,12,197,8,8,1,12,6,8,2,12,12,12,14,2,2,6,8,8,8,8,10,6,21,27,18.2116,0.5
3,LE,42,'gelcoat damage, laminate visible, erosion foil damaged',3,1,9,2,7,8,4,10,12,107,6,7,-2,12,3,9,2,7,8,12,18,2,2,3,5,6,7,7,9,12,21,32,431.1467,1.5
1,LE,44,'erosion class 2',1,1,12,2,2,6,4,10,12,179,6,8,-2,12,2,10,2,8,10,12,17,2,2,8,10,4,2,8,10,9,36,19,96.7562,1
1,PS,39,'hole in blade',1,0,2,2,10,8,2,12,12,34,8,8,-2,14,6,6,0,6,2,12,18,2,2,8,10,2,2,8,10,6,18,78,3.6813,0.6
3,LE,43,'erosion foil damaged',1,0,6,2,4,6,6,10,12,235,8,8,-2,12,5,9,4,4,4,11,14,2,2,7,9,4,4,7,9,16,5,30,45.496,1.5
1,LE,44,'erosion class 2',1,1,12,2,2,8,6,10,12,238,8,8,-2,14,4,8,4,4,4,12,18,2,2,8,10,4,4,8,10,24,24,32,123.52,1
6,LE,38,'erosion foil damaged',1,1,10,2,6,6,4,10,11,100,8,8,24,13,4,11,4,10,10,11,13,2,2,1,3,4,5,4,6,8,10,38,228.961,2
1,LE,41.2,'erosion class 1-2, protection damage',2,1,12,2,4,10,4,10,12,102,6,6,-2,12,4,10,0,8,6,8,10,2,2,2,4,4,4,4,6,16,16,41,92.1125,1
1,LE,44,'erosion class 2-3, protection damage',2,0,5,2,5,8,7,10,12,40,8,8,1,13,6,9,2,7,4,11,15,2,2,2,4,5,4,7,9,13,5,23,13.556,0.2
1,PS,44,'Dry laminate',1,0,14,2,6,6,4,10,12,300,8,8,-2,14,4,8,4,4,4,12,14,2,2,4,6,6,6,6,8,18,0,36,5.7869,1
1,SS,44,'drain blocked',1,0,8,2,7,7,4,10,12,16,8,7,59,14,9,5,2,8,8,1,3,2,2,5,6,4,4,7,9,5,6,59,2.9241,0.1
6,LE,38,'erosion foil damaged',1,0,7,2,7,6,6,10,11,54,8,7,19,14,5,9,2,6,7,8,10,2,2,2,4,6,5,5,7,12,13,37,64.3317,2
1,LE,36.7,'gelcoat damage, laminate visible',2,0,12,2,6,6,6,10,10,280,8,8,-2,14,4,10,4,10,12,12,14,2,2,2,4,4,4,6,8,16,4,70,17.6612,0.2
4,LE,40,'erosion foil damaged',1,1,10,3,5,8,3,10,12,34,7,7,8,12,2,10,3,10,10,6,7,2,2,3,5,4,4,6,8,7,15,35,252.8767,2
1,LE,44,'erosion class 2, protection damage, erosion foil damaged',3,0,4,2,4,6,4,10,12,156,8,8,-2,14,4,10,2,4,4,12,14,2,2,6,8,4,4,8,10,4,8,30,4.6716,1
1,LE,44,'erosion class 2, protection damage',2,1,12,2,10,4,8,10,12,54,8,8,-2,14,0,10,2,6,6,6,8,2,2,2,4,6,6,6,8,22,6,46,17.4876,0.5
5,LE,35,'erosion class 2',1,1,12,2,8,7,6,10,12,31,8,7,41,13,6,8,3,11,12,4,5,2,2,1,3,8,7,6,8,6,0,21,21.9501,0.4
5,LE,42,'erosion class 2-3',1,1,11,2,6,7,8,10,12,239,8,7,-2,14,4,10,4,6,5,11,16,2,2,5,6,5,6,6,8,17,4,33,155.3636,2
5,LE,34,'erosion class 2',1,1,12,2,6,6,10,10,12,106,8,8,-2,14,0,12,2,12,12,6,8,2,2,4,6,6,6,6,8,4,0,34,48.2404,0.4
5,LE,40,'erosion class 3',1,1,7,2,6,7,7,10,11,296,8,7,-2,13,6,9,3,5,5,12,16,2,2,5,7,4,4,6,8,18,18,25,151.4389,2
5,LE,35,'erosion class 2',1,1,11,2,8,6,11,11,11,106,8,8,-1,14,1,12,1,10,12,7,10,2,2,3,5,7,8,8,10,7,0,22,223.1095,0.4
5,LE,42,'erosion class 2-3, protection damage, erosion foil damaged',3,1,4,2,7,6,6,10,12,144,7,8,80,13,4,9,2,4,4,11,12,2,2,4,6,5,6,7,9,13,15,28,243.8733,2
4,'LE,PS,SS',44,'Tip-split due to lightning',1,1,12,2,7,5,7,10,12,274,8,8,-2,13,4,10,4,7,6,12,17,2,2,8,10,5,5,7,9,16,18,39,70.764,4
2,LE,38,'erosion foil damaged, wrinkles',2,1,7,2,7,5,4,10,12,62,7,7,17,13,5,8,3,7,7,9,11,2,2,5,7,5,5,7,9,10,9,35,125.0868,3
2,LE,41,'erosion foil damaged',1,1,11,2,4,6,4,10,12,326,8,8,-2,12,6,8,2,8,4,11,16,2,2,4,6,6,4,8,10,18,31,15,74.127,1.5
2,LE,44,'erosion class 2-3, protection damage',2,1,6,2,7,7,5,10,10,121,8,7,1,13,2,11,4,6,6,11,13,2,2,7,9,4,4,6,8,15,20,44,4.9805,1.5
5,LE,32,'gelcoat damage, laminate visible',2,0,7,2,8,7,3,10,11,139,8,8,-2,14,3,11,3,6,3,12,15,2,2,5,7,4,3,8,10,9,3,58,1.1548,0.5
3,LE,39,'erosion foil damaged',1,1,10,2,6,9,4,10,12,52,7,6,4,12,7,7,4,7,10,11,16,2,2,2,4,6,6,8,10,11,15,15,306.6937,1.5
1,SS,43,'gelcoat damage, laminate visible',2,0,6,2,8,6,4,10,10,182,8,8,-2,12,4,10,4,6,6,12,14,2,2,2,4,6,6,8,10,12,0,50,1.5095,1
5,LE,44,'erosion class 3',1,1,8,2,9,8,4,10,11,96,7,8,1,13,7,7,3,5,5,12,17,2,2,4,6,5,6,8,10,23,10,42,431.7649,2
5,LE,40,'erosion class 2, protection damage, erosion foil damaged',3,1,6,2,7,6,4,10,12,134,8,8,23,13,3,10,4,4,4,12,13,2,2,5,7,5,6,7,9,15,10,32,159.4673,2
2,LE,35,'gelcoat damage, laminate visible',2,0,5,2,6,7,5,9,9,76,8,9,34,14,5,10,5,5,5,2,3,2,2,4,6,4,2,5,7,3,9,62,3.2476,0.3
1,LE,39,'erosion foil damaged',1,0,11,2,4,8,4,10,12,55,6,8,-2,12,0,12,4,11,11,11,8,2,2,2,4,4,4,8,10,4,7,23,59.5273,1
3,LE,43,'erosion class 3',1,1,4,2,6,5,6,10,12,123,7,7,19,12,2,11,3,4,4,10,9,4,4,7,9,4,3,6,8,11,42,38,133.0293,2
5,LE,28,'gelcoat damage, laminate visible',2,0,12,2,7,8,4,10,9,57,8,8,15,14,6,8,4,10,10,3,5,2,2,2,4,4,4,5,7,10,6,58,2.4994,0.5
5,LE,33,'erosion class 2',1,1,12,2,6,6,6,10,12,86,6,8,81,12,2,10,2,10,12,12,13,2,2,2,4,4,4,6,8,15,4,48,441.5528,0.5
5,SS,42,'gelcoat damage, laminate visible',2,0,4,2,8,7,4,10,10,43,8,7,38,13,7,7,4,5,4,4,4,2,2,2,4,4,4,6,8,3,2,63,1.0395,0.5
2,'LE,PS,SS',43,'erosion class 2-3',1,1,10,2,6,7,6,10,12,138,6,6,-2,12,2,10,4,6,4,10,15,2,2,7,9,4,4,8,10,16,18,34,229.8735,2
5,LE,24,'gelcoat damage, laminate visible',2,0,11,2,8,7,4,10,11,54,8,7,51,13,6,8,3,11,11,2,4,2,2,8,10,3,2,7,9,1,27,68,2.5439,0.4
5,LE,30,'erosion class 2',1,1,12,2,6,7,5,10,12,124,8,8,13,14,2,11,3,11,11,10,9,2,2,6,8,4,4,6,8,8,4,40,75.8973,0.4
2,LE,42,'erosion foil damaged',1,1,6,2,7,5,10,9,10,175,8,8,0,13,3,10,5,5,5,9,9,2,2,4,6,4,4,6,8,13,13,52,33.9723,2
2,LE,44,'erosion class 3',1,1,12,2,2,6,14,10,8,474,8,8,-2,12,6,10,4,6,6,12,16,2,2,8,10,2,2,6,8,20,14,16,74.4697,0.4
5,LE,35,'erosion class 2',1,1,7,2,6,6,10,10,12,67,8,8,3,14,0,12,1,8,7,9,11,2,2,5,7,6,6,7,9,7,0,21,95.6113,0.5
2,'LE,PS,SS',39,'erosion foil damaged',1,0,11,2,8,7,4,10,12,72,6,7,0,12,5,9,3,7,8,12,17,2,2,5,6,6,6,8,10,13,12,37,210.0383,2
2,LE,44,'gelcoat damage, laminate visible',2,0,11,2,6,5,6,10,12,155,6,8,0,12,4,10,2,6,4,10,16,4,4,7,9,4,4,6,8,16,28,28,18.1423,0.5
6,LE,30,'erosion class 1-2',1,1,10,2,8,6,7,11,11,33,8,8,1,14,1,10,2,6,6,10,15,2,2,2,4,8,8,6,8,16,25,28,174.0696,0.5
4,LE,39,'erosion foil damaged',1,1,11,2,8,9,6,10,12,85,7,8,-2,12,2,10,3,6,5,12,17,2,2,5,7,6,7,7,9,16,35,30,579.1713,2.5
3,LE,34,'erosion class 1-2',1,1,6,2,8,6,4,10,10,35,8,8,54,14,5,8,3,5,6,3,5,2,2,2,3,8,8,7,9,9,0,20,18.1626,0.4
3,SS,34,'gelcoat damage, laminate visible, erosion class 2',3,0,11,2,8,6,8,10,11,62,7,6,13,13,3,10,4,10,11,3,5,2,2,3,5,6,7,8,10,5,2,37,1.7159,0.4
4,LE,39,'erosion foil damaged',1,1,8,4,5,7,5,10,12,85,8,8,1,12,2,10,4,7,8,12,17,2,2,6,8,6,5,8,10,17,30,26,117.7555,2
1,SS,44,'No drain holes in designated spots',1,0,12,2,7,6,4,10,11,34,8,9,62,14,8,5,2,11,13,8,10,2,2,2,3,6,6,3,5,7,3,43,2.2479,0.1
2,SS,30,'Dry laminate',1,1,12,2,7,4,8,10,12,242,8,7,5,12,3,10,4,11,13,9,13,2,2,6,8,6,6,7,9,11,6,41,6.7085,1
3,LE,35,'erosion class 1-2',1,1,7,2,8,6,6,10,11,91,8,8,9,14,3,9,2,7,6,10,13,2,2,3,5,7,8,7,9,12,5,20,41.294,0.5
1,PS,35,'Laminate damage',1,0,6,2,8,8,7,10,9,24,7,7,8,13,7,6,3,7,6,4,6,2,2,0,2,6,5,4,6,6,1,44,0.6127,0.5
2,LE,42,'erosion class 1-2, protection damage',2,1,11,2,9,7,4,10,11,139,6,8,28,12,4,10,3,6,6,12,17,2,2,7,9,6,6,8,10,19,37,28,270.0065,2
2,LE,11,'Dry laminate',1,0,12,2,8,7,7,10,10,67,8,7,69,14,6,8,3,12,12,1,3,2,2,6,8,5,5,7,9,1,25,59,6.2039,1
5,LE,25,'erosion class 2',1,1,9,3,5,7,5,10,10,103,8,8,12,14,5,8,4,10,9,7,10,3,3,7,9,4,4,6,8,5,15,39,60.2754,1
3,LE,41,'gelcoat damage, laminate visible',2,1,9,3,8,8,4,10,11,153,7,7,21,13,5,9,3,9,9,12,14,2,2,6,8,4,4,8,10,10,24,39,179.4717,2
5,LE,30,'erosion class 2',1,0,12,3,6,7,4,10,10,45,8,7,19,14,5,9,2,12,12,6,9,4,4,7,9,3,2,5,7,5,41,65,1.1475,0.5
5,LE,35,'erosion class 2',1,1,12,3,5,7,6,10,12,60,8,8,14,14,7,8,2,10,12,7,11,3,3,8,10,6,7,7,9,5,13,24,37.217,0.5
1,'PS,TE',40,'gelcoat damage, laminate visible',2,0,6,2,8,6,6,10,12,42,8,8,-2,14,4,8,2,8,6,6,8,2,2,4,6,4,4,4,6,6,20,48,0.0589,0.5
3,LE,42,'erosion class 2, protection damage',2,1,9,2,6,6,3,10,11,199,8,8,20,12,4,10,4,8,9,12,16,2,2,6,8,4,3,7,9,9,23,34,321.7347,2
5,LE,35,'erosion class 2',1,1,12,2,6,6,10,10,12,112,8,8,-2,16,4,10,2,10,10,6,8,2,2,2,4,6,8,6,8,10,8,12,55.7935,0.5
1,PS,39,'hole in blade',1,0,12,2,8,8,2,12,12,46,8,8,-2,14,8,6,0,6,2,12,14,2,2,8,10,2,2,8,10,22,12,76,4.6977,1
3,LE,40,'erosion foil damaged',1,1,11,2,7,7,6,10,12,136,7,8,-1,12,4,10,3,10,12,11,17,2,2,2,4,5,4,6,8,11,11,42,471.9903,2
1,LE,44,'gelcoat damage, laminate visible',2,1,4,2,8,5,3,10,12,117,8,8,9,14,5,9,2,4,4,9,10,4,4,7,9,5,5,7,9,12,48,41,26.9748,0.3
5,LE,30,'erosion class 2',1,1,9,2,6,7,9,11,12,93,8,8,-2,14,2,10,1,6,6,7,9,2,2,8,10,6,7,8,10,12,5,30,89.0831,0.5
5,LE,41,'erosion class 2-3, protection damage',2,1,6,2,5,7,7,10,11,153,8,7,11,13,3,9,3,5,5,8,11,3,3,4,6,6,7,7,9,12,26,47,235.0452,2.5
1,SS,9,'vortex module damaged/missing',1,0,12,2,8,10,12,8,6,8,4,4,-2,4,18,0,10,4,4,12,18,6,8,8,10,4,4,6,8,24,60,62,23.0026,0.3
5,LE,30,'erosion class 2',1,1,12,2,8,6,6,10,12,53,6,6,-2,10,-6,16,2,8,6,12,16,2,2,4,6,6,6,8,10,26,39,40,765.8222,1
5,LE,41,'erosion class 2-3, protection damage',2,1,8,2,5,6,8,10,10,249,8,8,-2,14,4,10,3,5,5,10,14,2,2,5,7,5,5,6,8,19,16,45,68.9157,2.5
5,LE,30,'erosion class 2',1,1,12,2,8,3,5,10,12,55,7,7,-2,13,-1,11,3,9,9,7,9,2,2,7,7,5,5,6,8,23,7,51,297.8865,0.3
1,PS,40,'Gelcoat damage',1,0,6,2,8,8,4,10,12,48,8,8,-2,14,4,8,0,6,6,2,4,2,2,0,2,8,8,4,6,6,0,2,3.3959,1
5,LE,41,'erosion class 2-3, protection damage',2,1,11,2,8,6,4,10,12,247,8,8,-1,14,5,10,4,6,6,10,16,2,2,4,6,4,4,8,10,25,18,47,203.5375,2.5
5,LE,30,'erosion class 2',1,1,10,2,6,7,8,10,11,179,8,8,-2,14,2,11,3,10,10,6,8,3,2,8,10,5,5,8,10,4,17,38,26.8516,0.5
1,SS,40,'Laminate damage',1,0,12,2,8,6,4,10,10,202,8,8,-2,14,4,10,2,12,12,12,18,2,2,8,10,6,6,8,10,8,16,68,0.9357,1
3,LE,42,'erosion class 1-2, protection damage',2,1,10,2,7,6,4,10,11,99,7,7,47,13,5,8,3,8,6,10,15,2,2,3,5,4,4,6,8,7,7,39,22.7773,2
1,SS,4,'Gelcoat damage',1,0,12,4,10,6,4,10,12,86,8,8,2,14,4,10,4,12,12,0,2,4,4,6,8,8,8,6,8,0,4,31,16.2527,0.3
2,SS,9,'vortex module damaged/missing',1,0,12,4,10,8,16,8,6,8,2,2,-2,2,20,0,10,8,12,12,18,4,4,8,10,6,6,8,10,18,38,54,135.5883,0.5
5,LE,35,'erosion class 2',1,1,12,3,6,6,12,10,12,91,8,8,33,14,2,11,2,12,12,4,6,3,3,8,10,5,5,6,8,0,21,30,192.4898,0.5
4,'PS,SS',40,'Laminate damage',1,0,10,2,8,6,4,10,9,113,8,8,-2,14,4,10,4,9,10,10,8,2,2,2,4,6,6,8,10,6,4,64,0.9908,0.5
3,LE,42,'erosion class 2-3, protection damage',2,1,12,3,6,6,5,10,11,79,8,8,5,14,4,10,3,10,10,9,12,4,4,6,8,4,4,7,9,5,19,36,104.7852,2
1,SS,5,'Gelcoat damage',1,1,12,4,9,7,7,10,12,36,8,8,100,14,6,8,2,12,12,0,2,4,4,2,4,9,9,5,7,0,0,17,23.5759,0.5
5,LE,35,'erosion class 2',1,1,12,2,4,4,8,10,12,72,8,8,-2,14,0,12,2,12,12,6,8,4,2,8,10,4,4,8,10,4,4,32,201.263,0.5
3,LE,42,'erosion class 2-3, protection damage',2,1,12,4,9,7,4,10,12,96,7,7,-2,13,3,11,4,10,12,12,18,2,2,7,9,6,5,8,10,14,31,37,998.7776,2
2,SS,9,'vortex module damaged/missing',1,0,12,2,8,10,14,8,6,8,4,4,-2,2,20,0,10,6,6,12,16,2,2,4,6,6,6,6,8,26,20,60,59.4828,0.3
2,'LE,SS',26,'Dry laminate',1,0,12,2,7,7,5,10,11,113,8,7,0,13,4,10,2,12,12,12,15,3,2,8,10,3,3,7,9,6,21,60,1.4918,0.3
5,LE,30,'erosion class 2',1,1,12,3,5,8,4,10,11,35,7,7,24,12,8,7,2,11,11,9,12,4,3,6,8,5,4,7,9,9,19,29,25.2949,0.5
2,LE,42,'erosion class 2-3, protection damage, erosion foil damaged',3,1,9,2,4,8,5,8,7,21,6,6,2,12,10,5,6,9,9,12,17,2,2,6,8,5,5,8,10,11,11,51,196.7224,2.5
2,SS,9,'vortex module damaged/missing',1,0,12,2,8,10,14,8,8,8,4,4,-2,2,20,0,4,6,4,12,18,4,4,6,8,6,6,6,8,28,48,62,22.5763,0.3
5,SS,25,'Gelcoat damage',1,0,10,2,6,7,4,10,10,59,8,9,85,14,8,7,3,11,11,4,6,3,3,7,9,4,2,5,7,9,42,70,1.6159,0.4
5,LE,30,'erosion class 1-3',1,1,12,3,5,8,4,9,10,228,8,8,6,13,5,10,4,7,7,11,15,2,2,6,8,6,7,8,10,16,29,29,85.5536,2.5
2,LE,42,'erosion class 2-3, protection damage, erosion foil damaged',3,1,12,3,2,6,5,10,12,146,7,8,6,13,5,9,3,9,10,12,17,2,2,8,10,4,2,8,10,9,30,20,120.9441,2
5,'LE,SS',24,'gelcoat damage, laminate visible',2,0,12,2,6,8,3,10,10,52,8,8,4,14,7,7,2,12,12,4,6,4,4,8,10,3,2,4,6,5,47,62,28.6462,0.5
5,LE,32,'erosion class 2',1,1,12,2,9,8,7,10,11,121,8,8,-2,13,1,12,2,10,10,10,15,2,2,8,10,4,4,8,10,9,12,38,402.0195,0.5
2,LE,42,'erosion class 2-3, protection damage, laminate damage',3,1,9,2,6,6,4,10,11,86,7,7,17,12,2,10,4,6,4,11,16,2,2,6,8,4,4,7,9,13,19,38,65.223,2
1,SS,9,'vortex module damaged/missing',1,0,12,2,8,10,10,8,6,8,4,4,-2,4,18,0,10,4,4,12,18,2,2,2,4,4,4,6,8,24,2,70,35.4876,0.3
1,PS,13,'Dry laminate',1,0,12,2,8,8,4,10,12,76,8,8,-2,12,10,6,2,10,12,12,16,2,2,8,10,4,4,8,10,8,24,66,0.3601,1
5,'LE,PS,SS',30,'gelcoat damage, laminate visible, erosion class 1-3',3,1,12,2,6,7,8,10,11,73,8,8,0,14,7,7,1,12,12,5,7,2,2,8,10,4,5,6,8,5,12,30,28.9118,0.3
5,LE,42,'erosion class 2, protection damage',2,1,12,2,8,7,5,10,11,140,8,8,-1,14,2,12,3,9,12,12,17,2,2,6,8,4,4,7,9,10,27,27,239.0983,2.5
5,LE,32,'erosion class 2',1,1,12,4,6,6,6,10,12,47,6,6,-2,12,0,12,2,12,11,5,8,2,2,5,6,4,4,4,6,3,37,52,439.9809,0.3
5,LE,42,'erosion class 2-3, protection damage, laminate damage',3,1,9,2,8,6,5,10,12,137,8,8,-1,13,3,10,3,6,4,11,17,2,2,6,8,5,5,8,10,14,20,36,318.3326,2.5
5,LE,25,'erosion class 2',1,1,12,2,6,7,12,10,12,75,8,8,16,14,2,10,2,11,12,10,13,2,2,6,8,5,5,6,8,8,8,37,163.8196,0.5
1,PS,39,'hole in blade',1,0,12,2,8,8,2,12,12,24,8,10,-2,16,20,0,0,6,4,12,18,2,2,8,10,2,2,8,10,12,28,78,4.964,1
5,LE,41,'erosion class 2-3, protection damage, erosion foil damaged',3,1,8,4,9,6,9,10,11,154,7,8,-2,13,-1,13,2,8,8,9,13,3,3,5,7,5,5,6,8,7,39,45,208.5275,2.5
1,SS,9,'vortex module damaged/missing',1,0,4,2,8,10,6,8,8,8,4,4,-2,6,20,0,4,4,4,12,8,4,4,4,6,6,6,8,10,20,60,70,40.0754,0.4
6,LE,28,'erosion class 2',1,1,12,2,6,8,11,10,12,45,7,8,-2,13,1,10,2,10,12,6,8,2,2,6,8,5,5,6,8,12,18,38,228.2795,1
3,LE,40,'erosion foil damaged',1,1,5,2,6,5,6,10,12,134,8,8,0,13,3,11,4,6,6,12,14,3,3,6,8,4,4,7,9,13,25,30,106.2504,1.5
3,LE,44,'erosion class 2-3, protection damage',2,1,4,2,8,6,12,10,12,148,8,8,-2,14,4,10,4,4,4,12,18,4,4,6,8,6,6,8,10,16,24,34,81.8446,1.5
1,SS,9,'vortex module damaged/missing',1,0,4,2,8,6,8,8,8,12,4,2,-2,6,8,6,4,4,4,12,10,2,2,6,8,6,4,6,8,16,36,64,16.0633,0.5
6,LE,28,'erosion class 2',1,1,10,2,6,8,10,10,12,73,8,8,-2,14,2,10,2,8,10,12,14,2,2,8,10,6,6,6,8,6,0,16,38.6854,1
1,'PS,TE',30,'Laminate damage',1,0,6,2,6,4,11,9,12,74,7,7,9,13,5,9,5,6,6,8,10,2,2,3,5,6,6,7,9,8,9,27,1.5374,0.3
5,LE,42,'erosion class 2-3, protection damage',2,1,9,2,5,7,5,11,12,87,8,7,15,13,5,8,3,8,8,12,16,2,2,5,7,4,4,7,9,15,15,33,344.1428,2
1,SS,5,'Gelcoat damage',1,0,12,2,8,6,4,10,11,74,8,8,14,15,3,10,4,12,12,1,3,2,2,0,2,8,8,6,8,0,0,9,22.0084,0.3
1,'PS,TE',36,'gelcoat damage, laminate visible',2,0,12,2,8,4,10,10,8,96,8,8,-2,14,4,10,4,12,12,0,2,4,4,8,10,6,6,8,10,2,34,48,0.0397,0.3
5,LE,38,'erosion foil damaged',1,1,8,2,7,8,4,10,12,193,7,7,1,12,3,10,4,4,4,12,18,2,2,5,7,6,6,8,10,18,16,17,566.614,2.5
3,LE,43,'erosion class 2-3, protection damage',2,1,9,2,6,6,4,10,12,147,7,7,7,13,3,10,2,7,5,12,15,3,3,8,10,4,2,7,9,17,24,32,1905.5441,1.5
5,LE,30,'erosion class 2-3',1,1,12,2,10,6,6,10,12,78,6,6,-2,12,1,12,3,11,12,6,8,2,2,8,10,4,4,5,7,7,8,60,820.9317,1
3,LE,42,'erosion class 2-3, protection damage',2,1,7,2,6,7,4,10,11,106,8,8,18,14,3,10,3,5,5,8,9,2,2,5,6,5,5,7,9,17,10,40,169.0914,2
3,'LE,SS',30,'gelcoat damage, laminate visible',2,0,9,2,9,8,3,10,9,43,7,8,-2,14,6,8,2,9,9,6,6,2,2,8,10,4,4,7,9,3,15,57,0.7574,0.4
5,LE,32,'erosion class 2-3, protection damage',2,1,11,2,8,8,5,10,12,83,7,8,-1,12,2,11,2,7,6,8,10,2,2,4,5,6,6,6,8,17,5,39,184.5534,1
3,LE,40,'erosion foil damaged',1,0,4,2,7,8,4,10,10,69,7,8,6,13,6,9,3,4,4,3,5,2,2,3,5,6,6,5,7,12,9,31,52.2596,1.5
3,LE,40,'erosion class 2-3, protection damage',2,1,10,2,7,5,5,10,11,110,6,6,6,12,3,10,4,9,7,12,14,2,2,8,9,4,4,6,8,13,14,33,40.3325,1.5
3,LE,35,'gelcoat damage, laminate visible',2,0,10,2,7,7,4,10,10,54,7,7,-2,12,6,9,3,10,9,2,4,2,2,7,8,4,4,6,8,3,16,59,2.2213,0.4
